""	"X0"	"X1"
"1262"	109	99
"1263"	111	107
"1264"	112	95
"1265"	92	112
"1266"	92	114
"1267"	93	117
"1268"	93	120
"1269"	94	112
"1270"	95	120
"1271"	96	115
"1272"	95	129
"1273"	98	130
"1274"	99	123
"1275"	100	128
"1276"	101	130
"1277"	104	131
"1278"	104	124
"1279"	104	116
"1280"	105	114
"1281"	107	122
"1282"	107	131
"1283"	107	124
"1284"	108	115
"1285"	108	112
"1286"	109	119
"1287"	111	122
"1288"	113	112
"1289"	113	115
"1290"	107	116
"1291"	95	126
"1292"	100	117
"1293"	106	111
"1294"	108	128
"1295"	112	123
"1296"	102	125
"1297"	106	124
"1298"	92	123
"1299"	93	124
"1300"	93	126
"1301"	95	114
"1302"	97	121
"1303"	96	128
"1304"	99	121
"1305"	100	125
"1306"	101	122
"1307"	101	123
"1308"	103	129
"1309"	103	119
"1310"	104	117
"1311"	104	123
"1312"	107	127
"1313"	111	114
"1314"	111	124
"1315"	112	125
"1316"	91	151
"1317"	92	135
"1318"	93	135
"1319"	93	148
"1320"	93	140
"1321"	94	142
"1322"	94	153
"1323"	98	152
"1324"	100	140
"1325"	100	144
"1326"	101	151
"1327"	102	143
"1328"	103	136
"1329"	104	147
"1330"	104	140
"1331"	105	141
"1332"	106	147
"1333"	106	139
"1334"	107	148
"1335"	107	143
"1336"	107	140
"1337"	108	144
"1338"	109	136
"1339"	110	144
"1340"	110	141
"1341"	111	138
"1342"	111	150
"1343"	112	153
"1344"	112	143
"1345"	96	145
"1346"	99	133
"1347"	101	135
"1348"	101	150
"1349"	103	153
"1350"	107	137
"1351"	109	152
"1352"	112	137
"1353"	95	145
"1354"	101	152
"1355"	101	134
"1356"	105	143
"1357"	111	145
"1358"	111	140
"1359"	112	152
"1360"	93	152
"1361"	96	149
"1362"	98	149
"1363"	103	146
"1364"	110	148
"1365"	92	138
"1366"	95	137
"1367"	95	151
"1368"	95	142
"1369"	99	139
"1370"	102	148
"1371"	103	147
"1372"	105	146
"1373"	109	147
"1374"	110	138
"1375"	112	142
"1376"	98	143
"1377"	108	149
"1378"	92	160
"1379"	93	173
"1380"	93	172
"1381"	95	175
"1382"	95	169
"1383"	98	174
"1384"	100	159
"1385"	100	167
"1386"	101	157
"1387"	101	159
"1388"	102	167
"1389"	103	173
"1390"	104	157
"1391"	105	170
"1392"	106	155
"1393"	106	162
"1394"	109	173
"1395"	110	169
"1396"	111	168
"1397"	111	175
"1398"	111	173
"1399"	93	157
"1400"	95	164
"1401"	96	159
"1402"	104	165
"1403"	107	156
"1404"	108	165
"1405"	110	161
"1406"	112	160
"1407"	94	163
"1408"	97	172
"1409"	99	169
"1410"	104	173
"1411"	105	174
"1412"	105	160
"1413"	107	171
"1414"	96	165
"1415"	103	166
"1416"	112	165
"1417"	93	162
"1418"	97	165
"1419"	97	167
"1420"	100	161
"1421"	101	162
"1422"	102	170
"1423"	102	162
"1424"	103	167
"1425"	106	161
"1426"	108	175
"1427"	110	172
"1428"	110	157
"1429"	110	170
"1430"	111	163
"1431"	99	156
"1432"	92	186
"1433"	94	194
"1434"	94	186
"1435"	94	183
"1436"	95	178
"1437"	95	192
"1438"	95	191
"1439"	96	193
"1440"	97	181
"1441"	98	180
"1442"	100	193
"1443"	100	197
"1444"	100	193
"1445"	102	183
"1446"	102	188
"1447"	102	184
"1448"	105	189
"1449"	105	195
"1450"	105	181
"1451"	106	187
"1452"	106	181
"1453"	107	191
"1454"	106	194
"1455"	107	192
"1456"	107	187
"1457"	108	184
"1458"	110	179
"1459"	110	194
"1460"	110	179
"1461"	113	197
"1462"	94	192
"1463"	96	185
"1464"	97	195
"1465"	100	191
"1466"	106	196
"1467"	107	182
"1468"	95	194
"1469"	95	189
"1470"	103	189
"1471"	107	184
"1472"	102	180
"1473"	95	196
"1474"	95	178
"1475"	95	181
"1476"	98	194
"1477"	98	183
"1478"	99	185
"1479"	101	191
"1480"	105	188
"1481"	105	188
"1482"	105	191
"1483"	108	179
"1484"	109	186
"1485"	108	190
"1486"	109	187
"1487"	110	181
"1488"	93	211
"1489"	94	203
"1490"	94	205
"1491"	95	208
"1492"	95	213
"1493"	96	209
"1494"	95	212
"1495"	96	215
"1496"	96	211
"1497"	98	204
"1498"	99	220
"1499"	99	200
"1500"	101	204
"1501"	101	220
"1502"	101	210
"1503"	102	212
"1504"	103	216
"1505"	105	213
"1506"	105	211
"1507"	106	202
"1508"	106	199
"1509"	108	203
"1510"	108	205
"1511"	109	208
"1512"	110	205
"1513"	110	215
"1514"	111	219
"1515"	111	213
"1516"	112	201
"1517"	93	210
"1518"	98	214
"1519"	111	218
"1520"	93	217
"1521"	99	209
"1522"	100	213
"1523"	105	208
"1524"	106	215
"1525"	106	218
"1526"	109	212
"1527"	97	203
"1528"	101	206
"1529"	92	213
"1530"	93	205
"1531"	94	200
"1532"	95	215
"1533"	101	210
"1534"	101	215
"1535"	102	218
"1536"	104	216
"1537"	107	208
"1538"	107	214
"1539"	108	219
"1540"	110	209
"1541"	111	205
"1542"	112	212
"1543"	113	212
"1544"	92	236
"1545"	92	225
"1546"	94	221
"1547"	95	240
"1548"	96	233
"1549"	97	222
"1550"	98	224
"1551"	97	239
"1552"	98	226
"1553"	99	231
"1554"	99	232
"1555"	99	234
"1556"	100	227
"1557"	100	240
"1558"	101	232
"1559"	101	237
"1560"	101	234
"1561"	101	223
"1562"	102	230
"1563"	102	225
"1564"	102	233
"1565"	103	225
"1566"	104	237
"1567"	105	241
"1568"	105	224
"1569"	106	240
"1570"	107	238
"1571"	108	224
"1572"	109	236
"1573"	109	229
"1574"	109	222
"1575"	110	226
"1576"	110	238
"1577"	111	227
"1578"	111	222
"1579"	112	228
"1580"	112	224
"1581"	112	222
"1582"	113	233
"1583"	93	231
"1584"	94	225
"1585"	99	242
"1586"	92	231
"1587"	97	229
"1588"	99	224
"1589"	99	241
"1590"	100	234
"1591"	100	239
"1592"	103	222
"1593"	112	233
"1594"	112	236
"1595"	95	236
"1596"	112	230
"1597"	94	236
"1598"	94	239
"1599"	96	227
"1600"	99	236
"1601"	99	224
"1602"	102	237
"1603"	102	231
"1604"	103	235
"1605"	107	232
"1606"	108	222
"1607"	108	223
"1608"	109	241
"1609"	111	224
"1610"	115	223
"1611"	115	239
"1612"	116	236
"1613"	117	224
